16,0,21.7847,0.012526,0.0102673,0.0198208,-0.00292148,0.00307819,1.99659e-08
16,-10142,3.39944,0.897551,0.00214268,0.00553181,-2.47408,0.000787368,5.36465e-08
16,-10337,3.33159,0.907794,0.00188533,0.00437003,-2.52094,0.00079082,5.63447e-08
16,-10532,3.25206,0.918432,0.00165583,0.00345331,-2.57071,0.000753252,5.36493e-08
16,-10727,3.1709,0.927787,0.0014564,0.00273992,-2.61563,0.000739056,5.43239e-08
16,-10922,3.0876,0.937535,0.0012562,0.00209342,-2.66346,0.000696792,5.0929e-08
16,-11117,2.99273,0.947256,0.00104943,0.0015073,-2.71227,0.000679474,5.15478e-08
16,-11312,2.87885,0.956578,0.000878249,0.00109743,-2.76011,0.000679296,5.56774e-08
16,-11507,2.75369,0.965661,0.000714315,0.000758969,-2.80793,0.00062848,5.20897e-08
16,-11702,2.60508,0.974207,0.000533778,0.00044798,-2.85379,0.000583216,5.01205e-08
16,-1170,10.0076,0.0177376,0.0142409,0.0830054,-0.286192,0.00222441,4.94048e-08
16,-11897,2.40918,0.983059,0.00036403,0.000225302,-2.90257,0.000520686,4.67104e-08
16,-12092,2.50345,0.991264,0.000212079,7.35897e-05,-2.94946,0.000497559,3.95015e-08
16,-12288,5.77078,1,0,0,-3,0,0
16,-1365,8.94539,0.0190896,0.0152347,0.106275,-0.333771,0.00200899,5.04377e-08
16,-1560,8.10378,0.0206826,0.0162898,0.134123,-0.380465,0.00185342,5.23084e-08
16,-1755,7.40617,0.0226626,0.0178831,0.17687,-0.427169,0.00175525,5.61682e-08
16,-1950,6.81562,0.0245723,0.0196313,0.231608,-0.475833,0.00161638,5.62439e-08
16,-195,19.2571,0.0130543,0.0106656,0.024196,-0.0501629,0.00305067,2.50963e-08
16,-2145,6.35295,0.0271896,0.0213219,0.293113,-0.522587,0.00148377,5.45482e-08
16,-2340,5.95373,0.0302406,0.0238336,0.390796,-0.571335,0.0013996,5.52622e-08
16,-2535,5.6389,0.0345498,0.0263827,0.505595,-0.618118,0.00132819,5.54791e-08
16,-2730,5.3748,0.0389916,0.0297188,0.673071,-0.66593,0.00128563,5.72144e-08
16,-2925,5.15356,0.0455829,0.033984,0.917915,-0.713727,0.00123924,5.78226e-08
16,-3120,4.9744,0.0532975,0.0393972,1.27806,-0.760565,0.00119219,5.7439e-08
16,-3315,4.8222,0.0684201,0.0489853,2.0382,-0.808371,0.00109846,5.1889e-08
16,-3510,4.69854,0.0833118,0.0568551,2.81796,-0.85622,0.00111629,5.6445e-08
16,-3705,4.6127,0.118611,0.0710208,4.47895,-0.904047,0.00109991,5.68593e-08
16,-3900,4.54164,0.155704,0.0844052,6.42519,-0.951861,0.00105796,5.42639e-08
16,-390,16.8827,0.0140548,0.0115742,0.0325011,-0.0973391,0.00288827,2.92677e-08
16,-4096,4.50945,0.222538,0.0858673,6.69718,-0.998725,0.00103786,5.29705e-08
16,-4291,4.47975,0.272133,0.086891,6.90328,-1.04659,0.00108133,5.82648e-08
16,-4486,4.48082,0.347887,0.0527771,2.54621,-1.09347,0.00105239,5.51616e-08
16,-4681,4.46093,0.388242,0.0450889,1.86669,-1.14033,0.00106543,5.70427e-08
16,-4876,4.43702,0.430154,0.0324269,0.970689,-1.19012,0.00104779,5.57658e-08
16,-5071,4.42071,0.46159,0.0284264,0.748709,-1.23505,0.00105158,5.65847e-08
16,-5266,4.3971,0.492455,0.025426,0.602214,-1.28388,0.00105826,5.79233e-08
16,-5461,4.38004,0.519381,0.0222512,0.463007,-1.33073,0.00103514,5.58523e-08
16,-5656,4.34866,0.544017,0.0206731,0.402545,-1.37859,0.00102133,5.51601e-08
16,-5851,4.3273,0.569603,0.0165125,0.258087,-1.42642,0.00101727,5.52638e-08
16,-585,14.7323,0.014775,0.0121419,0.0409885,-0.144705,0.00277697,3.55305e-08
16,-6046,4.30182,0.591946,0.0154046,0.225948,-1.47524,0.000984376,5.23622e-08
16,-6241,4.27075,0.613157,0.0144168,0.199339,-1.52309,0.0010158,5.65732e-08
16,-6436,4.24117,0.633164,0.0123655,0.147672,-1.56998,0.00102576,5.84954e-08
16,-6631,4.21168,0.652052,0.0111337,0.120555,-1.61784,0.00102232,5.89199e-08
16,-6826,4.17866,0.669424,0.0105408,0.10891,-1.66466,0.000976101,5.45653e-08
16,-7021,4.14807,0.687113,0.00938901,0.087047,-1.71249,0.000939793,5.13302e-08
16,-7216,4.11423,0.703533,0.00846954,0.0714153,-1.76039,0.000990471,5.7957e-08
16,-7411,4.08043,0.719279,0.00777791,0.0607266,-1.80626,0.000959275,5.5268e-08
16,-7606,4.04126,0.734624,0.0073136,0.0542132,-1.85508,0.00095935,5.63533e-08
16,-7801,4.00463,0.749292,0.00671008,0.0460525,-1.90194,0.000967755,5.83992e-08
16,-780,12.8636,0.0157703,0.0127808,0.0520131,-0.192114,0.00259414,4.06687e-08
16,-7996,3.96755,0.764489,0.00596623,0.0367483,-1.95074,0.000917032,5.34224e-08
16,-8192,3.92642,0.777922,0.0055358,0.0319686,-1.9976,0.000891584,5.15621e-08
16,-8387,3.88117,0.791588,0.00511448,0.0276058,-2.04644,0.000902001,5.40118e-08
16,-8582,3.83851,0.804868,0.00461465,0.0227235,-2.09427,0.00087795,5.23135e-08
16,-8777,3.79026,0.817432,0.00423334,0.0193668,-2.14114,0.000886717,5.47307e-08
16,-8972,3.74241,0.830042,0.00386722,0.0163684,-2.18997,0.000889372,5.64759e-08
16,-9167,3.69332,0.841914,0.00356597,0.0141025,-2.23683,0.000888233,5.78388e-08
16,-9362,3.64131,0.85317,0.00328245,0.0121199,-2.2827,0.000830635,5.20362e-08
16,-9557,3.58465,0.865172,0.00290457,0.00964,-2.33251,0.000832966,5.3996e-08
16,-9752,3.52784,0.876351,0.00262551,0.00800348,-2.38033,0.000779352,4.88034e-08
16,-975,11.3384,0.016974,0.0136691,0.0674973,-0.237661,0.00240062,4.48276e-08
16,-9947,3.46574,0.887105,0.00239821,0.00679734,-2.42722,0.000807751,5.43203e-08
